SUID,AverageShortestPathLength,BetweennessCentrality,ClosenessCentrality,ClusteringCoefficient,Degree,Eccentricity,IsSingleNode,name,NeighborhoodConnectivity,NumberOfDirectedEdges,NumberOfUndirectedEdges,PartnerOfMultiEdgedNodePairs,Radiality,selected,SelfLoops,shared name,Stress,TopologicalCoefficient
123166,1,0,1,1,4,1,FALSE,31643,2,4,0,2,1,FALSE,0,31643,0,1
123168,1,0,1,1,4,1,FALSE,53611,2,4,0,2,1,FALSE,0,53611,0,1
123178,5.29313577,0,0.18892393,1,4,10,FALSE,5515,9.5,4,0,2,0.66975879,FALSE,0,5515,0,0.55882353
123188,5.29313577,0,0.18892393,1,4,10,FALSE,59647,9.5,4,0,2,0.66975879,FALSE,0,59647,0,0.55882353
123244,4.86093011,0,0.20572195,1,6,10,FALSE,1238,10.33333333,6,0,3,0.70300538,FALSE,0,1238,0,0.41333333
123256,5.18753905,0,0.19276963,0,2,10,FALSE,46970,17,2,0,1,0.67788161,FALSE,0,46970,0,0
123300,4.6450058,0,0.21528498,1,4,10,FALSE,53273,25.5,4,0,2,0.71961494,FALSE,0,53273,0,0.54255319
123313,4.89895564,0,0.20412514,1,6,10,FALSE,10511,8.33333333,6,0,3,0.70008034,FALSE,0,10511,0,0.64102564
123317,4.12398465,6.77E-04,0.24248393,0.22222222,18,9,FALSE,33064,42.66666667,18,0,9,0.75969349,FALSE,0,33064,1655666,0.11721612
123321,4.84477372,3.17E-06,0.20640799,0.5,8,10,FALSE,40374,7,8,0,4,0.70424818,FALSE,0,40374,5750,0.45
123324,4.69686691,1.87E-06,0.21290788,0.7,10,9,FALSE,58672,9.6,10,0,5,0.71562562,FALSE,0,58672,5312,0.34285714
123327,4.93599929,0,0.20259322,1,4,10,FALSE,87058,9.5,4,0,2,0.69723082,FALSE,0,87058,0,0.86363636
123330,4.79710792,0,0.20845893,1,6,9,FALSE,8707,10.33333333,6,0,3,0.70791478,FALSE,0,8707,0,0.46969697
123332,4.63420512,1.51E-04,0.21578674,0.13333333,12,9,FALSE,14921,14.83333333,12,0,6,0.72044576,FALSE,0,14921,316064,0.19078947
123351,5.12380612,0,0.19516742,1,4,10,FALSE,25968,5.5,4,0,2,0.68278414,FALSE,0,25968,0,0.61111111
123355,5.12380612,0,0.19516742,1,4,10,FALSE,74577,5.5,4,0,2,0.68278414,FALSE,0,74577,0,0.61111111
123358,5.08345979,0,0.19671642,1,4,10,FALSE,80647,6.5,4,0,2,0.68588771,FALSE,0,80647,0,0.59090909
123373,5.28742301,1.79E-04,0.18912805,0,4,11,FALSE,48186,2.5,4,0,2,0.67019823,FALSE,0,48186,1174944,0.5
123387,5.27831831,6.30E-07,0.18945428,0.5,10,10,FALSE,40087,8.6,10,0,5,0.67089859,FALSE,0,40087,4122,0.45263158
123509,5.22708203,5.12E-06,0.19131133,0.66666667,6,10,FALSE,59291,6,6,0,3,0.67483984,FALSE,0,59291,6368,0.46153846
123660,5.37481032,0,0.18605308,0,2,10,FALSE,10823,19,2,0,1,0.66347613,FALSE,0,10823,0,0
123662,5.37472106,0,0.18605617,1,4,10,FALSE,20323,10.5,4,0,2,0.663483,FALSE,0,20323,0,0.55263158
123674,5.37472106,0,0.18605617,1,4,10,FALSE,65246,10.5,4,0,2,0.663483,FALSE,0,65246,0,0.55263158
124014,5.70418638,0,0.17530984,1,4,11,FALSE,14275,5.5,4,0,2,0.63813951,FALSE,0,14275,0,0.61111111
124016,5.70418638,0,0.17530984,1,4,11,FALSE,23659,5.5,4,0,2,0.63813951,FALSE,0,23659,0,0.61111111
124032,5.56583058,0,0.1796677,1,6,11,FALSE,62475,8,6,0,3,0.64878226,FALSE,0,62475,0,0.66666667
124104,5.10720343,0,0.19580187,1,4,10,FALSE,8901,3.5,4,0,2,0.68406127,FALSE,0,8901,0,0.7
124108,5.10720343,0,0.19580187,1,4,10,FALSE,81767,3.5,4,0,2,0.68406127,FALSE,0,81767,0,0.7
124119,5.09854503,0,0.19613439,1,6,10,FALSE,55464,4.33333333,6,0,3,0.68472731,FALSE,0,55464,0,0.61904762
124121,5.09854503,0,0.19613439,1,6,10,FALSE,58378,4.33333333,6,0,3,0.68472731,FALSE,0,58378,0,0.61904762
124123,5.09854503,0,0.19613439,1,6,10,FALSE,69058,4.33333333,6,0,3,0.68472731,FALSE,0,69058,0,0.61904762
124125,1,0,1,0,2,1,FALSE,7453,1,2,0,1,1,FALSE,0,7453,0,0
124126,1,0,1,0,2,1,FALSE,47858,1,2,0,1,1,FALSE,0,47858,0,0
124145,6.24056056,0,0.16024202,0,2,11,FALSE,67352,3,2,0,1,0.59687996,FALSE,0,67352,0,0
124165,4.854414,0,0.20599809,1,10,9,FALSE,11528,29.6,10,0,5,0.70350662,FALSE,0,11528,0,0.32888889
124196,4.8427207,0,0.20649549,1,8,9,FALSE,56970,21.5,8,0,4,0.7044061,FALSE,0,56970,0,0.29054054
124210,4.8941355,0,0.20432618,1,6,9,FALSE,76694,27.66666667,6,0,3,0.70045112,FALSE,0,76694,0,0.42564103
124213,4.85825225,0,0.20583534,1,6,9,FALSE,78515,27.33333333,6,0,3,0.70321137,FALSE,0,78515,0,0.42051282
124217,4.84209587,0.001249,0.20652214,0.49090909,22,9,FALSE,83218,11.63636364,22,0,11,0.70445416,FALSE,0,83218,2749138,0.15724816
124229,5.47531911,0,0.18263776,0,2,10,FALSE,79354,8,2,0,1,0.65574468,FALSE,0,79354,0,0
124233,5.61653129,0,0.17804583,1,4,11,FALSE,56962,3.5,4,0,2,0.64488221,FALSE,0,56962,0,0.7
124242,5.48076408,0,0.18245631,1,4,10,FALSE,5361,7,4,0,2,0.65532584,FALSE,0,5361,0,0.58333333
124245,5.31482639,9.71E-04,0.1881529,0.12727273,22,10,FALSE,51131,2.90909091,22,0,11,0.66809028,FALSE,0,51131,2308492,0.1657754
124263,5.10729269,0,0.19579845,1,4,10,FALSE,22931,18.5,4,0,2,0.68405441,FALSE,0,22931,0,0.52857143
124265,5.2858163,0,0.18918554,1,4,10,FALSE,32949,7,4,0,2,0.67032182,FALSE,0,32949,0,0.58333333
124267,5.29599214,0,0.18882203,0,2,10,FALSE,41051,9,2,0,1,0.66953907,FALSE,0,41051,0,0
124269,5.29599214,0,0.18882203,0,2,10,FALSE,51210,9,2,0,1,0.66953907,FALSE,0,51210,0,0
124290,5.23699009,0,0.19094938,0,2,10,FALSE,63284,17,2,0,1,0.67407769,FALSE,0,63284,0,0
124312,4.31723645,0,0.23162966,0,2,10,FALSE,6012,244,2,0,1,0.74482797,FALSE,0,6012,0,0
124557,5.47362314,0,0.18269435,1,4,10,FALSE,51720,7,4,0,2,0.65587514,FALSE,0,51720,0,0.7
124578,6.19253771,0.00124911,0.16148468,0.22222222,18,11,FALSE,32600,3.33333333,18,0,9,0.60057402,FALSE,0,32600,4175780,0.23809524
124583,6.07015978,7.05E-05,0.16474031,0.33333333,8,11,FALSE,83003,5,8,0,4,0.60998771,FALSE,0,83003,94704,0.3125
124601,6.01562082,0,0.16623388,1,6,10,FALSE,77794,10,6,0,3,0.61418301,FALSE,0,77794,0,0.41666667
124602,6.01562082,0,0.16623388,1,6,10,FALSE,81005,10,6,0,3,0.61418301,FALSE,0,81005,0,0.41666667
124605,6.01562082,0,0.16623388,1,6,10,FALSE,86564,10,6,0,3,0.61418301,FALSE,0,86564,0,0.41666667
124610,5.84111399,0,0.17120022,1,20,10,FALSE,23356,12.1,20,0,10,0.62760662,FALSE,0,23356,0,0.40333333
124613,6.01579934,0,0.16622895,0,2,10,FALSE,30907,24,2,0,1,0.61416928,FALSE,0,30907,0,0
124615,6.01579934,0,0.16622895,0,2,10,FALSE,35433,24,2,0,1,0.61416928,FALSE,0,35433,0,0
124617,5.84111399,0,0.17120022,1,20,10,FALSE,38473,12.1,20,0,10,0.62760662,FALSE,0,38473,0,0.40333333
124619,6.01571008,0,0.16623142,1,4,10,FALSE,38524,17.5,4,0,2,0.61417615,FALSE,0,38524,0,0.72916667
124622,5.84111399,0,0.17120022,1,20,10,FALSE,39857,12.1,20,0,10,0.62760662,FALSE,0,39857,0,0.40333333
124624,5.84111399,0,0.17120022,1,20,10,FALSE,49560,12.1,20,0,10,0.62760662,FALSE,0,49560,0,0.40333333
124626,5.84102473,4.70E-06,0.17120284,0.83636364,22,10,FALSE,49939,11.09090909,22,0,11,0.62761348,FALSE,0,49939,6614,0.36969697
124629,6.01571008,0,0.16623142,1,4,10,FALSE,54009,13,4,0,2,0.61417615,FALSE,0,54009,0,0.54166667
124633,5.84111399,0,0.17120022,1,20,10,FALSE,58013,12.1,20,0,10,0.62760662,FALSE,0,58013,0,0.40333333
124635,5.84111399,0,0.17120022,1,20,10,FALSE,68461,12.1,20,0,10,0.62760662,FALSE,0,68461,0,0.40333333
124637,6.01579934,0,0.16622895,0,2,10,FALSE,71578,24,2,0,1,0.61416928,FALSE,0,71578,0,0
124640,5.84111399,0,0.17120022,1,20,10,FALSE,77645,12.1,20,0,10,0.62760662,FALSE,0,77645,0,0.40333333
124643,6.01571008,0,0.16623142,1,4,10,FALSE,80464,13,4,0,2,0.61417615,FALSE,0,80464,0,0.54166667
124679,5.15736856,0,0.19389733,0,2,9,FALSE,47801,15,2,0,1,0.68020242,FALSE,0,47801,0,0
124693,5.34446131,0,0.1871096,1,4,9,FALSE,33724,11.5,4,0,2,0.66581067,FALSE,0,33724,0,0.54761905
124697,5.33526734,0.00107069,0.18743203,0.33333333,18,9,FALSE,54170,7.44444444,18,0,9,0.6665179,FALSE,0,54170,6448766,0.21895425
124700,5.3353566,8.92E-04,0.1874289,0.39285714,16,9,FALSE,56550,8.25,16,0,8,0.66651103,FALSE,0,56550,5862524,0.24264706
124703,5.34339016,0,0.18714711,1,6,9,FALSE,69442,12.66666667,6,0,3,0.66589306,FALSE,0,69442,0,0.48717949
124712,5.34446131,0,0.1871096,1,4,9,FALSE,86420,11.5,4,0,2,0.66581067,FALSE,0,86420,0,0.54761905
124715,5.95358386,0,0.16796606,0,2,11,FALSE,79301,3,2,0,1,0.61895509,FALSE,0,79301,0,0
125349,5.20976524,0,0.19194723,1,12,10,FALSE,2008,9.16666667,12,0,6,0.6761719,FALSE,0,2008,0,0.41666667
125354,5.20976524,0,0.19194723,1,12,10,FALSE,19425,9.16666667,12,0,6,0.6761719,FALSE,0,19425,0,0.41666667
125356,5.20976524,0,0.19194723,1,12,10,FALSE,19988,9.16666667,12,0,6,0.6761719,FALSE,0,19988,0,0.41666667
125364,5.20976524,0,0.19194723,1,12,10,FALSE,57620,9.16666667,12,0,6,0.6761719,FALSE,0,57620,0,0.41666667
125399,5.69847362,0,0.17548559,0,2,11,FALSE,66902,11,2,0,1,0.63857895,FALSE,0,66902,0,0
125445,5.34133714,0,0.18721904,0,2,10,FALSE,69878,16,2,0,1,0.66605099,FALSE,0,69878,0,0
125514,5.82531465,1.00E-08,0.17166455,0.66666667,6,11,FALSE,11698,4.33333333,6,0,3,0.62882195,FALSE,0,11698,2,0.48148148
125516,5.82540391,0,0.17166192,1,4,11,FALSE,15251,6,4,0,2,0.62881508,FALSE,0,15251,0,0.66666667
125519,5.82540391,0,0.17166192,1,4,11,FALSE,26607,6,4,0,2,0.62881508,FALSE,0,26607,0,0.66666667
125552,4.66741052,0,0.21425156,1,8,10,FALSE,27096,15.75,8,0,4,0.7178915,FALSE,0,27096,0,0.36627907
125580,5.4222976,0,0.18442367,0,2,10,FALSE,48017,4,2,0,1,0.65982326,FALSE,0,48017,0,0
125645,4.51727216,0,0.22137254,0,2,10,FALSE,46663,111,2,0,1,0.7294406,FALSE,0,46663,0,0
125656,4.51254128,0,0.22160462,1,6,10,FALSE,55187,84.33333333,6,0,3,0.72980452,FALSE,0,55187,0,0.72079772
125705,6.06382219,0,0.16491249,0,2,10,FALSE,40825,6,2,0,1,0.61047522,FALSE,0,40825,0,0
125720,5.5005802,0,0.181799,0,2,9,FALSE,39854,18,2,0,1,0.65380152,FALSE,0,39854,0,0
125747,1,0.5,1,0.4,10,1,FALSE,30433,2.6,10,0,5,1,FALSE,0,30433,12,0.6
125748,1.6,0,0.625,1,4,2,FALSE,29534,4.5,4,0,2,0.7,FALSE,0,29534,0,0.9
125750,1.8,0,0.55555556,0,2,2,FALSE,59863,5,2,0,1,0.6,FALSE,0,59863,0,0
125752,1.2,0.1,0.83333333,0.66666667,8,2,FALSE,76111,3.25,8,0,4,0.9,FALSE,0,76111,4,0.65
125754,1.4,0,0.71428571,1,6,2,FALSE,84545,4,6,0,3,0.8,FALSE,0,84545,0,0.8
125756,1.4,0,0.71428571,1,6,2,FALSE,88093,4,6,0,3,0.8,FALSE,0,88093,0,0.8
125781,5.73462465,0,0.17437933,1,4,10,FALSE,47255,3,4,0,2,0.6357981,FALSE,0,47255,0,0.75
125783,5.73462465,0,0.17437933,1,4,10,FALSE,47750,3,4,0,2,0.6357981,FALSE,0,47750,0,0.75
125798,6.02401143,0,0.16600234,1,6,10,FALSE,55234,6,6,0,3,0.61353758,FALSE,0,55234,0,0.6
125801,6.02401143,0,0.16600234,1,6,10,FALSE,60006,6,6,0,3,0.61353758,FALSE,0,60006,0,0.6
125820,5.83263412,0,0.17144912,0,2,11,FALSE,29711,4,2,0,1,0.62825891,FALSE,0,29711,0,0
126402,4.59368026,0,0.21769038,1,4,9,FALSE,79941,43,4,0,2,0.72356306,FALSE,0,79941,0,0.5375
126794,1,0,1,0,2,1,FALSE,17392,1,2,0,1,1,FALSE,0,17392,0,0
126795,1,0,1,0,2,1,FALSE,63188,1,2,0,1,1,FALSE,0,63188,0,0
129537,7.19235919,0,0.13903644,1,4,12,FALSE,19436,8,4,0,2,0.52366468,FALSE,0,19436,0,0.88888889
129539,7.19226993,0,0.13903816,1,6,12,FALSE,19437,6.33333333,6,0,3,0.52367154,FALSE,0,19437,0,0.7037037
129541,7.19226993,0,0.13903816,1,6,12,FALSE,19459,6.33333333,6,0,3,0.52367154,FALSE,0,19459,0,0.7037037
129543,7.19235919,0,0.13903644,1,4,12,FALSE,19486,8,4,0,2,0.52366468,FALSE,0,19486,0,0.88888889
129545,7.19235919,0,0.13903644,1,4,12,FALSE,19487,8,4,0,2,0.52366468,FALSE,0,19487,0,0.88888889
129547,7.19235919,0,0.13903644,1,4,12,FALSE,19825,8,4,0,2,0.52366468,FALSE,0,19825,0,0.88888889
129549,7.19191288,1.10E-07,0.13904507,0.33333333,14,12,FALSE,29805,3.28571429,14,0,7,0.52369901,FALSE,0,29805,28,0.36507937
129603,4.67928234,5.37E-05,0.21370799,0.57142857,14,9,FALSE,30186,10.71428571,14,0,7,0.71697828,FALSE,0,30186,148190,0.22321429
129607,4.67919307,6.47E-05,0.21371206,0.46428571,16,9,FALSE,60237,9.5,16,0,8,0.71698515,FALSE,0,60237,158324,0.19791667
131268,4.95135232,4.61E-05,0.20196503,0.42857143,14,9,FALSE,42974,6.85714286,14,0,7,0.69604982,FALSE,0,42974,49134,0.25396825
131273,5.16763367,0,0.19351217,1,6,9,FALSE,83052,6.66666667,6,0,3,0.67941279,FALSE,0,83052,0,0.47619048
131276,7.30831027,0,0.13683053,1,6,12,FALSE,10082,3.66666667,6,0,3,0.51474536,FALSE,0,10082,0,0.73333333
131277,7.30822101,1.79E-04,0.13683221,0.5,8,12,FALSE,19216,2.75,8,0,4,0.51475223,FALSE,0,19216,288308,0.625
131279,6.30866732,7.14E-04,0.15851208,0.5,8,11,FALSE,55263,3.5,8,0,4,0.59164098,FALSE,0,55263,1153208,0.46428571
131281,7.30831027,0,0.13683053,1,6,12,FALSE,74626,3.66666667,6,0,3,0.51474536,FALSE,0,74626,0,0.73333333
131284,8.30813175,0,0.120364,0,2,13,FALSE,23801,4,2,0,1,0.43783602,FALSE,0,23801,0,0
131314,4.80433812,0,0.20814522,1,4,10,FALSE,70985,15.5,4,0,2,0.70735861,FALSE,0,70985,0,0.53448276
131317,6.00241007,0,0.16659975,1,4,10,FALSE,15868,3,4,0,2,0.61519923,FALSE,0,15868,0,0.75
131320,6.00241007,0,0.16659975,1,4,10,FALSE,51348,3,4,0,2,0.61519923,FALSE,0,51348,0,0.75
131397,4.77256092,0,0.20953111,1,4,9,FALSE,11899,17,4,0,2,0.70980301,FALSE,0,11899,0,0.5483871
131413,4.71980719,0,0.21187306,1,4,9,FALSE,86572,27.5,4,0,2,0.71386099,FALSE,0,86572,0,0.53921569
131419,4.85334285,0,0.20604355,1,4,9,FALSE,88568,16,4,0,2,0.70358901,FALSE,0,88568,0,0.59259259
131462,4.88538784,0,0.20469204,0,2,9,FALSE,63704,54,2,0,1,0.70112401,FALSE,0,63704,0,0
131488,6.64464875,0,0.15049704,1,6,11,FALSE,7104,4,6,0,3,0.56579625,FALSE,0,7104,0,0.66666667
131489,5.64491654,5.35E-04,0.17715054,0.4,12,10,FALSE,11325,5.66666667,12,0,6,0.64269873,FALSE,0,11325,1077624,0.25757576
131491,6.64464875,0,0.15049704,1,6,11,FALSE,15226,4,6,0,3,0.56579625,FALSE,0,15226,0,0.66666667
131493,6.64464875,0,0.15049704,1,6,11,FALSE,59065,4,6,0,3,0.56579625,FALSE,0,59065,0,0.66666667
131499,5.64509506,1.79E-04,0.17714494,0.5,8,10,FALSE,63498,7,8,0,4,0.642685,FALSE,0,63498,359212,0.32142857
131510,5.05882353,0,0.19767442,1,4,11,FALSE,89155,6.5,4,0,2,0.68778281,FALSE,0,89155,0,0.59090909
131519,4.9810765,0,0.20075982,1,4,10,FALSE,9802,11.5,4,0,2,0.69376335,FALSE,0,9802,0,0.63888889
131528,4.93501741,0,0.20263353,1,6,10,FALSE,83050,11,6,0,3,0.69730635,FALSE,0,83050,0,0.45833333
131675,5.60019638,2.25E-04,0.17856517,0.33333333,8,10,FALSE,2893,5.5,8,0,4,0.64613874,FALSE,0,2893,304388,0.30555556
131677,6.51459431,0,0.1535015,1,4,11,FALSE,24928,4,4,0,2,0.57580044,FALSE,0,24928,0,0.66666667
131679,5.61242524,0,0.17817609,1,4,10,FALSE,75185,9,4,0,2,0.64519806,FALSE,0,75185,0,0.5625
131687,5.61412122,0,0.17812227,1,4,10,FALSE,25094,11.5,4,0,2,0.6450676,FALSE,0,25094,0,0.82142857
131690,5.61421048,0,0.17811944,0,2,10,FALSE,54173,14,2,0,1,0.64506073,FALSE,0,54173,0,0
132390,4.17093636,0,0.23975432,1,4,9,FALSE,2265,213.5,4,0,2,0.75608182,FALSE,0,2265,0,0.50235294
132476,4.17093636,0,0.23975432,1,4,9,FALSE,17053,213.5,4,0,2,0.75608182,FALSE,0,17053,0,0.50235294
133359,4.45425333,0,0.22450452,1,6,9,FALSE,27878,29.33333333,6,0,3,0.73428821,FALSE,0,27878,0,0.35772358
133369,4.45425333,0,0.22450452,1,6,9,FALSE,48804,29.33333333,6,0,3,0.73428821,FALSE,0,48804,0,0.35772358
134301,4.61903062,0,0.21649564,1,4,9,FALSE,48181,31,4,0,2,0.72161303,FALSE,0,48181,0,0.51666667
134307,4.61903062,0,0.21649564,1,4,9,FALSE,52117,31,4,0,2,0.72161303,FALSE,0,52117,0,0.51666667
134654,4.94697849,0,0.20214359,1,4,9,FALSE,6705,12.5,4,0,2,0.69638627,FALSE,0,6705,0,0.54347826
134667,4.94697849,0,0.20214359,1,4,9,FALSE,63656,12.5,4,0,2,0.69638627,FALSE,0,63656,0,0.54347826
134693,4.45050433,1.19E-06,0.22469364,0.8,10,9,FALSE,45216,20.4,10,0,5,0.73457659,FALSE,0,45216,3130,0.3
134700,4.51995001,0,0.22124138,1,8,9,FALSE,84005,20.5,8,0,4,0.72923461,FALSE,0,84005,0,0.34166667
134715,5.11577256,6.39E-04,0.1954739,0.21212121,24,11,FALSE,47898,4.75,24,0,12,0.68340211,FALSE,0,47898,1966362,0.19097222
134736,5.07087387,0,0.19720467,0,2,10,FALSE,59866,11,2,0,1,0.68685586,FALSE,0,59866,0,0
136975,4.25752031,0,0.2348785,1,4,10,FALSE,32903,274,4,0,2,0.74942151,FALSE,0,32903,0,0.88673139
137980,4.50941712,0.00107081,0.22175815,0.28571429,14,10,FALSE,27570,23.85714286,14,0,7,0.73004484,FALSE,0,27570,4210290,0.15413534
138020,4.49067214,0,0.22268381,1,6,10,FALSE,46875,55.66666667,6,0,3,0.73148676,FALSE,0,46875,0,0.34791667
139152,6.01972686,0,0.16612049,1,4,11,FALSE,50606,2.5,4,0,2,0.61386716,FALSE,0,50606,0,0.83333333
139154,6.01972686,0,0.16612049,1,4,11,FALSE,83863,2.5,4,0,2,0.61386716,FALSE,0,83863,0,0.83333333
139383,5.22520753,0,0.19137996,1,10,10,FALSE,1692,12.4,10,0,5,0.67498404,FALSE,0,1692,0,0.44285714
139396,5.22520753,0,0.19137996,1,10,10,FALSE,55660,12.4,10,0,5,0.67498404,FALSE,0,55660,0,0.44285714
139407,5.22520753,0,0.19137996,1,10,10,FALSE,83350,12.4,10,0,5,0.67498404,FALSE,0,83350,0,0.44285714
139417,5.17834509,3.47E-06,0.19311189,0,4,10,FALSE,22961,8,4,0,2,0.67858884,FALSE,0,22961,3382,0.5
139859,4.78648576,0,0.20892154,1,6,9,FALSE,23172,8.33333333,6,0,3,0.70873186,FALSE,0,23172,0,0.43859649
139868,4.78648576,0,0.20892154,1,6,9,FALSE,86753,8.33333333,6,0,3,0.70873186,FALSE,0,86753,0,0.43859649
141764,5.68651254,0,0.17585471,0,2,10,FALSE,21524,22,2,0,1,0.63949904,FALSE,0,21524,0,0
141768,5.68633402,0,0.17586023,1,6,10,FALSE,29587,10.33333333,6,0,3,0.63951277,FALSE,0,29587,0,0.46969697
141771,5.25573507,3.75E-05,0.19026834,0.33333333,6,9,FALSE,36896,11.66666667,6,0,3,0.67263576,FALSE,0,36896,45956,0.3655914
141773,5.68633402,0,0.17586023,1,6,10,FALSE,44289,10.33333333,6,0,3,0.63951277,FALSE,0,44289,0,0.46969697
141778,5.63375881,1.25E-06,0.17750139,0.66666667,6,10,FALSE,60294,9,6,0,3,0.64355701,FALSE,0,60294,1896,0.39130435
141780,5.41515665,0,0.18466686,1,4,10,FALSE,60891,18,4,0,2,0.66037257,FALSE,0,60891,0,0.62068966
141782,5.41515665,0,0.18466686,1,4,10,FALSE,63074,18,4,0,2,0.66037257,FALSE,0,63074,0,0.62068966
141785,5.68642328,0,0.17585747,1,4,10,FALSE,72811,12.5,4,0,2,0.6395059,FALSE,0,72811,0,0.56818182
142108,4.72864411,0,0.21147711,0,2,10,FALSE,67052,30,2,0,1,0.71318122,FALSE,0,67052,0,0
142153,4.78969919,0,0.20878138,1,6,10,FALSE,43274,22,6,0,3,0.70848468,FALSE,0,43274,0,0.56410256
142524,4.80451665,0,0.20813748,1,4,10,FALSE,2406,18,4,0,2,0.70734487,FALSE,0,2406,0,0.52941176
142543,4.80451665,0,0.20813748,1,4,10,FALSE,49690,18,4,0,2,0.70734487,FALSE,0,49690,0,0.52941176
142610,5.16156387,0,0.19373973,1,4,10,FALSE,4439,23.5,4,0,2,0.6798797,FALSE,0,4439,0,0.52222222
142615,5.50897081,1.65E-05,0.18152211,0.33333333,8,11,FALSE,78521,5,8,0,4,0.65315609,FALSE,0,78521,16552,0.3125
142629,5.94215835,0,0.16828902,0,2,11,FALSE,34274,3,2,0,1,0.61983397,FALSE,0,34274,0,0
142633,5.67419441,0,0.17623647,0,2,11,FALSE,51468,3,2,0,1,0.64044658,FALSE,0,51468,0,0
142656,5.14014103,0,0.19454719,1,8,9,FALSE,33337,22.75,8,0,4,0.68152761,FALSE,0,33337,0,0.325
142677,1,0,1,1,6,1,FALSE,16254,3,6,0,3,1,FALSE,0,16254,0,1
142678,1,0,1,1,6,1,FALSE,64096,3,6,0,3,1,FALSE,0,64096,0,1
142680,1,0,1,1,6,1,FALSE,76836,3,6,0,3,1,FALSE,0,76836,0,1
142682,1,0,1,1,6,1,FALSE,80235,3,6,0,3,1,FALSE,0,80235,0,1
142704,5.13067928,1.79E-04,0.19490597,0,4,11,FALSE,17835,4,4,0,2,0.68225544,FALSE,0,17835,451952,0.5
142707,5.03472284,5.39E-06,0.19862067,0.33333333,6,10,FALSE,31244,3.66666667,6,0,3,0.6896367,FALSE,0,31244,6962,0.41666667
142712,5.12157458,0,0.19525245,1,4,11,FALSE,89119,5,4,0,2,0.6829558,FALSE,0,89119,0,0.625
142720,4.69918772,0,0.21280274,1,12,10,FALSE,426,16.6,11,0,5,0.7154471,FALSE,1,426,0,0.36888889
142742,5.31241632,0,0.18823826,1,6,10,FALSE,68684,18,6,0,3,0.66827567,FALSE,0,68684,0,0.64285714
142745,4.69918772,0,0.21280274,1,10,10,FALSE,77041,16.6,10,0,5,0.7154471,FALSE,0,77041,0,0.36888889
142752,5.61242524,0,0.17817609,0,2,11,FALSE,50449,3,2,0,1,0.64519806,FALSE,0,50449,0,0
142871,5.64447023,1.17E-05,0.17716454,0,4,11,FALSE,68337,6.5,4,0,2,0.64273306,FALSE,0,68337,10692,0.5
143199,5.20976524,0,0.19194723,1,6,9,FALSE,80570,12.33333333,6,0,3,0.6761719,FALSE,0,80570,0,0.45679012
143202,5.60635544,0,0.178369,1,6,10,FALSE,3040,7.66666667,6,0,3,0.64566497,FALSE,0,3040,0,0.51111111
143210,5.60635544,0,0.178369,1,6,10,FALSE,48710,7.66666667,6,0,3,0.64566497,FALSE,0,48710,0,0.51111111
143217,5.30491833,0,0.18850432,1,6,10,FALSE,79822,12.66666667,6,0,3,0.66885244,FALSE,0,79822,0,0.43678161
143255,5.2332411,0,0.19108617,0,2,11,FALSE,15113,8,2,0,1,0.67436607,FALSE,0,15113,0,0
143316,1,1,1,0,6,1,FALSE,31784,1,6,0,3,1,FALSE,0,31784,6,0
143317,1.66666667,0,0.6,0,2,2,FALSE,3487,3,2,0,1,0.66666667,FALSE,0,3487,0,0
143319,1.66666667,0,0.6,0,2,2,FALSE,63190,3,2,0,1,0.66666667,FALSE,0,63190,0,0
143321,1.66666667,0,0.6,0,2,2,FALSE,70705,3,2,0,1,0.66666667,FALSE,0,70705,0,0
143488,5.51637954,0,0.18127832,0,2,10,FALSE,36884,13,2,0,1,0.65258619,FALSE,0,36884,0,0
143493,5.51637954,0,0.18127832,0,2,10,FALSE,78197,13,2,0,1,0.65258619,FALSE,0,78197,0,0
143506,6.27858609,0,0.15927153,0,2,11,FALSE,30630,4,2,0,1,0.59395492,FALSE,0,30630,0,0
143518,5.66267964,0,0.17659484,0,2,11,FALSE,1465,5,2,0,1,0.64133234,FALSE,0,1465,0,0
143521,5.66267964,0,0.17659484,0,2,11,FALSE,47122,5,2,0,1,0.64133234,FALSE,0,47122,0,0
143604,2,0,0.5,1,4,3,FALSE,13498,3.5,4,0,2,0.66666667,FALSE,0,13498,0,0.7
143605,1.28571429,0.47619048,0.77777778,0.4,10,2,FALSE,58443,3,10,0,5,0.9047619,FALSE,0,58443,20,0.42857143
143607,2,0,0.5,1,4,3,FALSE,62894,3.5,4,0,2,0.66666667,FALSE,0,62894,0,0.7
143610,1.28571429,0.47619048,0.77777778,0.4,10,2,FALSE,44309,3,10,0,5,0.9047619,FALSE,0,44309,20,0.42857143
143613,1.57142857,0,0.63636364,1,6,2,FALSE,66964,4.33333333,6,0,3,0.80952381,FALSE,0,66964,0,0.61904762
143615,1.57142857,0,0.63636364,1,6,2,FALSE,81784,4.33333333,6,0,3,0.80952381,FALSE,0,81784,0,0.61904762
143701,5.06248326,0,0.19753152,1,6,9,FALSE,5407,8.66666667,6,0,3,0.68750129,FALSE,0,5407,0,0.48148148
143704,5.01490672,2.93E-04,0.1994055,0.33333333,14,9,FALSE,45256,6.57142857,14,0,7,0.69116102,FALSE,0,45256,524232,0.21198157
143714,6.16388467,0,0.16223535,1,4,11,FALSE,48559,4,4,0,2,0.6027781,FALSE,0,48559,0,0.66666667
